"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"21:18:14.5332488","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b4","SUCCESS",""
"21:18:14.5332676","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS",""
"21:18:14.5332843","svchost.exe","3488","LockFile","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Exclusive: False, Offset: 123, Length: 1, Fail Immediately: True"
"21:18:14.5333041","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS",""
"21:18:14.5333360","svchost.exe","3488","UnlockFileSingle","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Offset: 123, Length: 1"
"21:18:14.5338234","Explorer.EXE","6308","QueryOpen","C:\Program Files\WindowsApps\Clipchamp.Clipchamp_4.4.10420.0_x64__yxz26nhyzhsrt\microsoft.system.package.metadata\S-1-5-21-4279415155-462254920-2085994121-1001-MergedResources-16.pri","FAST IO DISALLOWED",""
"21:18:14.5338413","System","4","CreateFile","C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTPROCMON TRACE.etl","SUCCESS","Desired Access: Generic Read, Write Data/Add File, Delete, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Attributes: N, ShareMode: Read, Delete, AllocationSize: 0, OpenResult: Created"
"21:18:14.5339027","Procmon64.exe","10216","QueryOpen","C:\Windows\explorer.exe","FAST IO DISALLOWED",""
"21:18:14.5340274","Explorer.EXE","6308","CreateFile","C:\Program Files\WindowsApps\Clipchamp.Clipchamp_4.4.10420.0_x64__yxz26nhyzhsrt\microsoft.system.package.metadata\S-1-5-21-4279415155-462254920-2085994121-1001-MergedResources-16.pri","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.5340663","Procmon64.exe","10216","RegOpenKey","HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0","SUCCESS","Desired Access: Read"
"21:18:14.5341043","Procmon64.exe","10216","RegQueryValue","HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0\~MHz","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2496"
"21:18:14.5341129","Explorer.EXE","6308","QueryBasicInformationFile","C:\Program Files\WindowsApps\Clipchamp.Clipchamp_4.4.10420.0_x64__yxz26nhyzhsrt\microsoft.system.package.metadata\S-1-5-21-4279415155-462254920-2085994121-1001-MergedResources-16.pri","SUCCESS","CreationTime: 2025/10/26 21:13:31, LastAccessTime: 2025/10/26 21:13:31, LastWriteTime: 2025/10/26 21:13:31, ChangeTime: 2025/10/26 21:13:31, FileAttributes: ANCI"
"21:18:14.5341219","Procmon64.exe","10216","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.5341363","Explorer.EXE","6308","CloseFile","C:\Program Files\WindowsApps\Clipchamp.Clipchamp_4.4.10420.0_x64__yxz26nhyzhsrt\microsoft.system.package.metadata\S-1-5-21-4279415155-462254920-2085994121-1001-MergedResources-16.pri","SUCCESS",""
"21:18:14.5341448","Procmon64.exe","10216","RegCloseKey","HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0","SUCCESS",""
"21:18:14.5341614","Explorer.EXE","6308","IRP_MJ_CLOSE","C:\Program Files\WindowsApps\Clipchamp.Clipchamp_4.4.10420.0_x64__yxz26nhyzhsrt\microsoft.system.package.metadata\S-1-5-21-4279415155-462254920-2085994121-1001-MergedResources-16.pri","SUCCESS",""
"21:18:14.5341924","Explorer.EXE","6308","RegCloseKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\clipchamp.clipchamp_yxz26nhyzhsrt\ResourcesConfig","SUCCESS",""
"21:18:14.5341935","Procmon64.exe","10216","QueryBasicInformationFile","C:\Windows\explorer.exe","SUCCESS","CreationTime: 2026/7/15 10:40:49, LastAccessTime: 2026/7/15 10:40:49, LastWriteTime: 2026/7/15 10:40:49, ChangeTime: 2026/7/16 23:33:37, FileAttributes: A"
"21:18:14.5342077","Procmon64.exe","10216","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"21:18:14.5342284","Procmon64.exe","10216","IRP_MJ_CLOSE","C:\Windows\explorer.exe","SUCCESS",""
"21:18:14.5342419","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"21:18:14.5342425","svchost.exe","3488","LockFile","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Exclusive: False, Offset: 123, Length: 1, Fail Immediately: True"
"21:18:14.5342723","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.5342799","svchost.exe","3488","UnlockFileSingle","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Offset: 123, Length: 1"
"21:18:14.5342895","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Clipchamp.Clipchamp_yxz26nhyzhsrt\ResourcesConfig","REPARSE","Desired Access: Read"
"21:18:14.5343138","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Clipchamp.Clipchamp_yxz26nhyzhsrt\ResourcesConfig","SUCCESS","Desired Access: Read"
"21:18:14.5343372","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.5343505","Explorer.EXE","6308","RegQueryValue","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\clipchamp.clipchamp_yxz26nhyzhsrt\ResourcesConfig\Language","NAME NOT FOUND","Length: 12"
"21:18:14.5343712","Explorer.EXE","6308","RegCloseKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\clipchamp.clipchamp_yxz26nhyzhsrt\ResourcesConfig","SUCCESS",""
"21:18:14.5343910","Procmon64.exe","10216","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.5343915","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"21:18:14.5344069","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.5344185","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Clipchamp.Clipchamp_yxz26nhyzhsrt\ResourcesConfig","REPARSE","Desired Access: Read"
"21:18:14.5344332","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Clipchamp.Clipchamp_yxz26nhyzhsrt\ResourcesConfig","SUCCESS","Desired Access: Read"
"21:18:14.5344475","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.5344615","Procmon64.exe","10216","CreateFileMapping","C:\Windows\explorer.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"21:18:14.5344623","Explorer.EXE","6308","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.5344738","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read"
"21:18:14.5344821","Procmon64.exe","10216","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\explorer.exe","SUCCESS",""
"21:18:14.5344940","Explorer.EXE","6308","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:18:14.5344994","Procmon64.exe","10216","CreateFileMapping","C:\Windows\explorer.exe","SUCCESS","SyncType: SyncTypeOther"
"21:18:14.5345056","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5345128","Procmon64.exe","10216","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\explorer.exe","SUCCESS",""
"21:18:14.5345225","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read"
"21:18:14.5345380","Procmon64.exe","10216","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"21:18:14.5345406","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:18:14.5345546","Procmon64.exe","10216","IRP_MJ_CLOSE","C:\Windows\explorer.exe","SUCCESS",""
"21:18:14.5345633","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageFamily\Index\PackageFamilyName","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5345790","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageFamily\Index\PackageFamilyName\Clipchamp.Clipchamp_yxz26nhyzhsrt","SUCCESS","Desired Access: Read"
"21:18:14.5345880","Procmon64.exe","10216","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"21:18:14.5345981","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageFamily\Index\PackageFamilyName\Clipchamp.Clipchamp_yxz26nhyzhsrt","SUCCESS","Index: 0, Name: 7c"
"21:18:14.5346156","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageFamily\Index\PackageFamilyName\Clipchamp.Clipchamp_yxz26nhyzhsrt","SUCCESS",""
"21:18:14.5346160","Procmon64.exe","10216","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:18:14.5346329","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5346394","Procmon64.exe","10216","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"21:18:14.5346450","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-4279415155-462254920-2085994121-1001","SUCCESS","Desired Access: Read"
"21:18:14.5346615","Procmon64.exe","10216","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"21:18:14.5346667","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-4279415155-462254920-2085994121-1001","SUCCESS","Index: 0, Name: 2"
"21:18:14.5346792","Procmon64.exe","10216","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"21:18:14.5346817","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-4279415155-462254920-2085994121-1001","SUCCESS",""
"21:18:14.5346953","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5346997","Procmon64.exe","10216","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 14, Data: zh-CN"
"21:18:14.5347069","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2","SUCCESS","Desired Access: Read"
"21:18:14.5347243","Procmon64.exe","10216","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"21:18:14.5347321","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2\UserSid","SUCCESS","Type: REG_SZ, Length: 92, Data: S-1-5-21-4279415155-462254920-2085994121-1001"
"21:18:14.5347364","Procmon64.exe","10216","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.5347503","Procmon64.exe","10216","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"21:18:14.5347563","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2","SUCCESS",""
"21:18:14.5347657","Procmon64.exe","10216","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:18:14.5347680","svchost.exe","3488","LockFile","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Exclusive: False, Offset: 123, Length: 1, Fail Immediately: True"
"21:18:14.5347701","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5347793","Procmon64.exe","10216","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"21:18:14.5347818","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\7c","SUCCESS","Desired Access: Read"
"21:18:14.5347940","svchost.exe","3488","UnlockFileSingle","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Offset: 123, Length: 1"
"21:18:14.5347995","Procmon64.exe","10216","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","SUCCESS","Desired Access: Read"
"21:18:14.5347997","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\7c","SUCCESS","Index: 0, Name: 11b3"
"21:18:14.5348165","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5348195","Procmon64.exe","10216","RegEnumValue","HKCU\Control Panel\Desktop\LanguageConfiguration","SUCCESS","Index: 0, Name: zh-CN, Type: REG_MULTI_SZ, Length: 14, Data: en-US"
"21:18:14.5348281","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b3","SUCCESS","Desired Access: Read"
"21:18:14.5348330","Procmon64.exe","10216","RegEnumValue","HKCU\Control Panel\Desktop\LanguageConfiguration","NO MORE ENTRIES","Index: 1, Length: 512"
"21:18:14.5348452","Procmon64.exe","10216","RegCloseKey","HKCU\Control Panel\Desktop\LanguageConfiguration","SUCCESS",""
"21:18:14.5348457","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b3\PackageFullName","SUCCESS","Type: REG_SZ, Length: 112, Data: Clipchamp.Clipchamp_4.4.10420.0_neutral_~_yxz26nhyzhsrt"
"21:18:14.5348561","Procmon64.exe","10216","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.5348634","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b3\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 8"
"21:18:14.5348802","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b3","SUCCESS",""
"21:18:14.5348906","Procmon64.exe","10216","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\zh-CN","SUCCESS","Desired Access: Read"
"21:18:14.5349013","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\7c","SUCCESS","Index: 1, Name: 11b4"
"21:18:14.5349066","Procmon64.exe","10216","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\zh-CN\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:18:14.5349217","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5349277","Procmon64.exe","10216","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\zh-CN\Latest","SUCCESS","Type: REG_SZ, Length: 212, Data: C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-CN_26100.134.216.0_neutral__8wekyb3d8bbwe"
"21:18:14.5349408","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b4","SUCCESS","Desired Access: Read"
"21:18:14.5349505","Procmon64.exe","10216","RegCloseKey","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\zh-CN","SUCCESS",""
"21:18:14.5349796","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b4\PackageFullName","SUCCESS","Type: REG_SZ, Length: 102, Data: Clipchamp.Clipchamp_4.4.10420.0_x64__yxz26nhyzhsrt"
"21:18:14.5349970","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b4\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:18:14.5350136","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b4","SUCCESS",""
"21:18:14.5350272","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5350449","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^11b4","SUCCESS","Desired Access: Read"
"21:18:14.5350623","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^11b4","SUCCESS","Query: Cached, SubKeys: 1, Values: 0"
"21:18:14.5350765","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^11b4","SUCCESS",""
"21:18:14.5350878","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\7c","SUCCESS","Index: 2, Name: 11b5"
"21:18:14.5351006","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.5351114","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b5","SUCCESS","Desired Access: Read"
"21:18:14.5351272","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b5\PackageFullName","BUFFER OVERFLOW","Length: 144"
"21:18:14.5351431","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b5\PackageFullName","SUCCESS","Type: REG_SZ, Length: 144, Data: Clipchamp.Clipchamp_4.4.10420.0_neutral_split.language-ja_yxz26nhyzhsrt"
"21:18:14.5351592","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b5\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"21:18:14.5351595","Procmon64.exe","10216","CreateFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-CN_26100.134.216.0_neutral__8wekyb3d8bbwe\Windows\zh-CN\a47c520462e92b3e5df0f7c260e86a77\explorer.exe.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.5351753","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\11b5","SUCCESS",""
